Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Avg_Mileage_Per_Year
Mini Cooper Countryman D,Hyderabad,2013,51000,First,23.8,1998.0,107.3521513067391,5.0,11.0,21.94,1,0,0,1,0,10,2.38
Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,Second,13.0,2987.0,107.3521513067391,5.0,11.0,22.0,1,0,0,1,0,14,0.9285714285714286
Maruti Alto K10 LXI,Delhi,2015,51000,First,20.92,998.0,67.1,5.0,11.0,2.65,0,0,1,0,1,8,2.615
Maruti Swift VXI Optional,Kochi,2017,42527,First,20.4,1197.0,81.8,5.0,11.0,5.27,0,0,1,0,1,6,3.4
Chevrolet Sail LT ABS,Kolkata,2014,45000,First,22.1,1248.0,107.3521513067391,5.0,11.0,2.48,1,0,0,0,1,9,2.4555555555555557
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,First,12.8,2494.0,107.3521513067391,8.0,11.0,6.0,1,0,0,0,1,12,1.0666666666666667
Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,First,11.5,2982.0,107.3521513067391,7.0,11.0,8.9,1,0,0,0,1,14,0.8214285714285714
BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,Second,18.88,1995.0,107.3521513067391,5.0,11.0,18.0,1,0,0,1,0,11,1.7163636363636363
Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,First,16.8,1395.0,138.02,5.0,11.0,11.64,0,0,1,0,1,7,2.4
Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,First,11.5,2982.0,107.3521513067391,7.0,11.0,8.99,1,0,0,0,1,4,2.875
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,First,15.5,1896.0,107.3521513067391,5.0,11.0,5.25,1,0,0,1,0,14,1.1071428571428572
Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,First,23.0,1396.0,107.3521513067391,5.0,11.0,2.95,1,0,0,0,1,12,1.9166666666666667
Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,Second,21.02,1248.0,88.76,5.0,11.0,2.65,1,0,0,0,1,10,2.102
Volkswagen Vento Petrol Highline,Pune,2013,57197,First,15.04,1598.0,103.6,5.0,11.0,4.0,0,0,1,0,1,10,1.504
Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,First,17.6,1582.0,126.2,5.0,18.0,12.5,1,0,0,1,0,7,2.5142857142857147
Maruti Ritz VXI,Mumbai,2014,33000,First,21.1,1197.0,85.8,5.0,11.0,3.25,0,0,1,0,1,9,2.3444444444444446
Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,First,13.1,1997.0,141.1,5.0,11.0,4.0,0,0,1,0,1,15,0.8733333333333333
Mahindra XUV500 W8 2WD,Delhi,2012,75000,Second,15.1,2179.0,107.3521513067391,7.0,11.0,6.25,1,0,0,0,1,11,1.3727272727272728
Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,First,21.66,1498.0,108.62,5.0,9.0,5.8,1,0,0,0,1,7,3.0942857142857143
Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,First,17.57,1193.0,88.7,5.0,8.0,5.0,0,0,1,0,1,8,2.19625
Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,First,12.9,2993.0,270.88,5.0,11.0,58.73,1,0,0,1,0,7,1.842857142857143
Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,First,14.28,1798.0,138.03,5.0,23.0,17.49,0,0,1,1,0,5,2.856
Maruti A-Star Vxi,Pune,2011,69000,Second,19.0,998.0,66.1,5.0,11.0,1.95,0,0,1,0,1,12,1.5833333333333333
Honda Accord VTi-L (AT),Mumbai,2007,80000,First,11.1,2354.0,107.3521513067391,5.0,11.0,3.0,0,0,1,1,0,16,0.69375
Hyundai i20 Asta (o),Delhi,2014,42365,First,17.0,1197.0,107.3521513067391,5.0,11.0,5.5,0,0,1,0,1,9,1.8888888888888888
Toyota Fortuner 4x2 AT,Delhi,2013,123000,First,12.55,2982.0,168.5,7.0,11.0,16.5,1,0,0,1,0,10,1.2550000000000001
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,Second,11.74,1796.0,107.3521513067391,5.0,11.0,14.5,0,0,1,1,0,12,0.9783333333333334
Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,First,27.39,1248.0,107.3521513067391,5.0,11.0,7.79,1,0,0,0,1,7,3.912857142857143
Maruti Ertiga VDI,Kochi,2017,43775,First,20.77,1248.0,88.76,7.0,11.0,8.27,1,0,0,0,1,6,3.4616666666666664
Land Rover Range Rover Sport SE,Kochi,2019,26013,First,12.65,2993.0,107.3521513067391,5.0,1.0,97.07,1,0,0,1,0,4,3.1625
Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,First,12.9,1598.0,102.5,5.0,11.0,2.15,0,0,1,0,1,11,1.1727272727272728
Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,Second,12.9,1799.0,107.3521513067391,5.0,11.0,3.0,0,0,1,1,0,15,0.86
BMW X3 xDrive20d,Coimbatore,2014,41089,First,16.09,1995.0,107.3521513067391,5.0,11.0,28.79,1,0,0,1,0,9,1.7877777777777777
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,First,20.0,1968.0,138.1,5.0,11.0,5.45,1,0,0,1,0,12,1.6666666666666667
Maruti Swift Dzire VDI,Delhi,2013,72486,First,23.4,1248.0,107.3521513067391,5.0,11.0,3.95,1,0,0,0,1,10,2.34
Volvo V40 Cross Country D3,Pune,2013,92000,First,23.3,1984.0,107.3521513067391,5.0,11.0,16.0,1,0,0,1,0,10,2.33
Maruti Swift Dzire ZXi,Delhi,2013,40000,First,17.5,1298.0,85.8,5.0,11.0,4.25,0,0,1,0,1,10,1.75
Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,First,12.7,2179.0,187.7,5.0,11.0,34.5,1,0,0,1,0,9,1.411111111111111
Honda Accord 2.4 AT,Mumbai,2008,125000,Third,11.7,2354.0,177.6,5.0,11.0,2.6,0,0,1,1,0,15,0.7799999999999999
Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,First,12.99,2494.0,100.6,8.0,11.0,13.48,1,0,0,0,1,6,2.165
Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,First,12.55,2982.0,168.5,7.0,11.0,32.1,1,0,0,0,1,5,2.5100000000000002
Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,First,18.7,1199.0,88.7,5.0,11.0,6.17,0,0,1,0,1,5,3.7399999999999998
Honda City 1.5 V MT,Kolkata,2015,32000,First,17.0,1497.0,107.3521513067391,5.0,11.0,5.5,0,0,1,0,1,8,2.125
Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,First,28.4,1248.0,73.75,5.0,11.0,9.15,1,0,0,1,0,6,4.733333333333333
Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,First,21.64,1461.0,84.8,5.0,11.0,4.5,1,0,0,0,1,9,2.4044444444444446
Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,First,12.99,2494.0,100.6,8.0,11.0,10.5,1,0,0,0,1,9,1.4433333333333334
Honda Brio S MT,Coimbatore,2016,14821,First,19.4,1198.0,86.8,5.0,11.0,5.37,0,0,1,0,1,7,2.7714285714285714
Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,First,15.04,1598.0,103.6,5.0,11.0,5.45,0,0,1,0,1,11,1.3672727272727272
Mahindra XUV500 W4,Mumbai,2016,33000,First,16.0,2179.0,107.3521513067391,7.0,11.0,9.25,1,0,0,0,1,7,2.2857142857142856
Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,First,23.0,1498.0,98.96,5.0,13.0,7.7,1,0,0,0,1,7,3.2857142857142856
Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,First,17.72,1968.0,108.49,5.0,11.0,7.99,1,0,0,0,1,11,1.6109090909090908
Hyundai i10 Sportz,Chennai,2012,49000,First,20.36,1197.0,78.9,5.0,11.0,3.0,0,0,1,0,1,11,1.8509090909090908
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,First,12.8,2494.0,107.3521513067391,8.0,11.0,4.0,1,0,0,0,1,18,0.7111111111111111
Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,First,20.65,1248.0,88.7,5.0,10.0,6.69,1,0,0,0,1,5,4.13
Maruti Swift VDI,Delhi,2014,56000,First,22.9,1248.0,107.3521513067391,5.0,11.0,4.25,1,0,0,0,1,9,2.5444444444444443
Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,First,21.72,1498.0,108.4,5.0,15.0,10.5,1,0,0,1,0,6,3.6199999999999997
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,First,13.68,2393.0,147.8,8.0,24.0,22.55,1,0,0,0,1,4,3.42
Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,Second,17.01,1591.0,121.3,5.0,11.0,5.2,0,0,1,0,1,9,1.8900000000000001
Honda City i VTEC VX Option,Coimbatore,2019,23882,First,17.4,1497.0,117.3,5.0,11.0,11.87,0,0,1,0,1,4,4.35
Honda City i DTEC SV,Hyderabad,2014,65000,First,26.0,1498.0,98.6,5.0,11.0,6.99,1,0,0,0,1,9,2.888888888888889
Volkswagen Vento Diesel Highline,Jaipur,2011,50000,First,20.54,1598.0,103.6,5.0,11.0,5.0,1,0,0,0,1,12,1.7116666666666667
Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,First,12.19,2967.0,107.3521513067391,5.0,11.0,44.0,1,0,0,1,0,9,1.3544444444444443
Maruti Alto 800 LXI,Chennai,2015,21000,First,22.74,796.0,47.3,5.0,11.0,2.79,0,0,1,0,1,8,2.8425
Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,Second,21.12,1248.0,88.8,5.0,11.0,2.9,1,0,0,0,1,11,1.9200000000000002
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,First,15.29,1591.0,121.3,5.0,11.0,9.85,0,0,1,0,1,7,2.184285714285714
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,First,12.0,2987.0,107.3521513067391,7.0,11.0,49.0,1,0,0,1,0,9,1.3333333333333333
Mahindra Thar CRDe,Jaipur,2016,19000,First,16.55,2498.0,107.3521513067391,6.0,11.0,9.25,1,0,0,0,1,7,2.3642857142857143
Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Second,22.32,1582.0,126.3,5.0,11.0,3.75,1,0,0,0,1,12,1.86
Ford Aspire Titanium Diesel,Coimbatore,2017,30279,First,26.1,1498.0,107.3521513067391,5.0,9.0,7.29,1,0,0,0,1,6,4.3500000000000005
Mini Cooper 3 DOOR D,Mumbai,2016,20000,First,20.7,1496.0,113.98,4.0,35.0,23.5,1,0,0,1,0,7,2.957142857142857
Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,First,14.0,796.0,107.3521513067391,5.0,11.0,2.6,0,0,1,0,1,10,1.4
Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,Second,21.03,1461.0,107.3521513067391,5.0,9.0,3.1,1,0,0,0,1,8,2.62875
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,First,14.21,2143.0,107.3521513067391,5.0,11.0,29.98,1,0,0,1,0,7,2.0300000000000002
Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,First,19.01,1461.0,108.45,5.0,11.0,6.73,1,0,0,0,1,7,2.7157142857142857
Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,First,23.4,1248.0,107.3521513067391,5.0,11.0,3.5,1,0,0,0,1,7,3.3428571428571425
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,First,16.47,1198.0,73.9,5.0,11.0,2.35,0,0,1,0,1,12,1.3724999999999998
Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,First,16.0,2179.0,107.3521513067391,7.0,11.0,16.13,1,0,0,0,1,6,2.6666666666666665
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,First,16.47,1198.0,107.3521513067391,5.0,11.0,5.9,0,0,1,0,1,9,1.8299999999999998
Maruti Ritz VXI,Hyderabad,2012,68776,First,21.1,1197.0,85.8,5.0,11.0,3.9,0,0,1,0,1,11,1.9181818181818182
Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,First,12.8,2494.0,107.3521513067391,7.0,11.0,6.95,1,0,0,0,1,11,1.1636363636363638
Honda City i DTec SV,Delhi,2015,33000,First,26.0,1498.0,98.6,5.0,11.0,7.0,1,0,0,0,1,8,3.25
Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,First,17.0,1198.0,73.75,5.0,8.0,7.23,0,0,1,0,1,6,2.8333333333333335
Maruti SX4 ZDI Leather,Mumbai,2012,90000,First,21.5,1248.0,88.8,5.0,11.0,3.81,1,0,0,0,1,11,1.9545454545454546
Maruti Swift ZXI,Chennai,2012,42000,Third,18.6,1197.0,85.8,5.0,11.0,4.5,0,0,1,0,1,11,1.6909090909090911
Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,First,19.67,1582.0,126.2,5.0,11.0,12.6,1,0,0,0,1,6,3.2783333333333338
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,First,12.07,2967.0,241.4,7.0,11.0,48.0,1,0,0,1,0,8,1.50875
Maruti Alto LXi BSIII,Coimbatore,2010,59136,First,19.7,796.0,46.3,5.0,11.0,2.96,0,0,1,0,1,13,1.5153846153846153
Honda Amaze SX i-DTEC,Kolkata,2014,36000,First,25.8,1498.0,98.6,5.0,11.0,3.25,1,0,0,0,1,9,2.8666666666666667
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,Second,18.33,1968.0,167.7,5.0,11.0,8.5,1,0,0,1,0,12,1.5274999999999999
Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,First,19.5,1582.0,126.24,5.0,11.0,8.75,1,0,0,1,0,10,1.95
Maruti Wagon R VXI BS IV,Kochi,2011,36411,First,18.9,998.0,67.1,5.0,11.0,3.08,0,0,1,0,1,12,1.575
Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,First,12.81,1999.0,148.31,7.0,66.0,41.5,1,0,0,1,0,6,2.1350000000000002
Honda City i VTEC SV,Pune,2016,27300,First,17.8,1497.0,117.3,5.0,11.0,7.0,0,0,1,0,1,7,2.542857142857143
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,Second,14.74,1991.0,181.03,5.0,11.0,11.5,0,0,1,1,0,12,1.2283333333333333
Maruti Wagon R LX BS IV,Pune,2011,71000,First,20.51,998.0,67.04,5.0,11.0,2.6,0,0,1,0,1,12,1.7091666666666667
Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,First,22.32,1582.0,126.3,5.0,11.0,4.3,1,0,0,0,1,9,2.48
Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,First,17.06,1968.0,107.3521513067391,5.0,36.0,24.9,1,0,0,1,0,6,2.8433333333333333
BMW X1 sDrive 20d Exclusive,Pune,2011,102000,First,15.06,1995.0,107.3521513067391,5.0,11.0,13.75,1,0,0,1,0,12,1.2550000000000001
Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,First,24.0,1186.0,73.97,5.0,11.0,3.85,1,0,0,0,1,9,2.6666666666666665
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,First,13.0,2143.0,201.1,5.0,11.0,23.25,1,0,0,1,0,9,1.4444444444444444
Hyundai Grand i10 Asta Option,Bangalore,2015,50000,First,18.9,1197.0,107.3521513067391,5.0,11.0,5.75,0,0,1,0,1,8,2.3625
Hyundai i10 Magna 1.2,Mumbai,2008,62000,Second,20.36,1197.0,78.9,5.0,11.0,1.65,0,0,1,0,1,15,1.3573333333333333
Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,First,19.33,1968.0,138.1,5.0,11.0,6.5,1,0,0,0,1,11,1.757272727272727
Skoda Yeti Elegance,Chennai,2011,79000,First,17.67,1968.0,138.08,5.0,11.0,7.5,1,0,0,0,1,12,1.4725000000000001
Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,First,14.75,2967.0,107.3521513067391,7.0,91.0,72.94,1,0,0,1,0,4,3.6875
Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,Second,11.5,2982.0,107.3521513067391,7.0,11.0,11.0,1,0,0,0,1,13,0.8846153846153846
Maruti Wagon R VXI Minor ABS,Kochi,2013,36716,First,18.9,1061.0,107.3521513067391,5.0,11.0,3.02,0,0,1,0,1,10,1.89
Hyundai EON Era,Coimbatore,2013,65060,First,21.1,814.0,55.2,5.0,11.0,3.32,0,0,1,0,1,10,2.1100000000000003
Honda Brio S MT,Delhi,2013,33000,First,19.4,1198.0,86.8,5.0,11.0,3.24,0,0,1,0,1,10,1.94
Maruti Alto 800 VXI,Kolkata,2015,11110,First,22.74,796.0,47.3,5.0,11.0,2.35,0,0,1,0,1,8,2.8425
Mahindra Bolero ZLX,Jaipur,2013,63000,First,15.96,2523.0,62.1,7.0,11.0,5.5,1,0,0,0,1,10,1.596
Honda City i VTEC SV,Mumbai,2015,27030,First,17.8,1497.0,117.3,5.0,11.0,6.75,0,0,1,0,1,8,2.225
Skoda Rapid 1.6 MPI Elegance Black Package,Mumbai,2015,19600,First,15.0,1598.0,103.52,5.0,11.0,6.15,0,0,1,0,1,8,1.875
Maruti Swift VVT VXI,Pune,2016,27755,First,22.0,1197.0,81.8,5.0,11.0,5.45,0,0,1,0,1,7,3.142857142857143
Hyundai EON Magna Plus,Hyderabad,2013,20000,Second,21.1,814.0,55.2,5.0,11.0,2.3,0,0,1,0,1,10,2.1100000000000003
Maruti Swift Dzire ZXI,Kochi,2015,24782,First,20.85,1197.0,83.14,5.0,11.0,6.21,0,0,1,0,1,8,2.60625
Nissan Micra XV CVT,Coimbatore,2014,47303,First,19.34,1198.0,107.3521513067391,5.0,11.0,5.21,0,0,1,1,0,9,2.148888888888889
Audi Q7 4.2 FSI quattro,Delhi,2008,71000,First,8.3,4134.0,107.3521513067391,7.0,11.0,11.99,0,0,1,1,0,15,0.5533333333333333
Maruti Swift Vdi BSIII,Pune,2010,135000,First,17.8,1248.0,107.3521513067391,5.0,11.0,3.1,1,0,0,0,1,13,1.3692307692307693
Tata Xenon XT EX 4X2,Jaipur,2017,1000,First,13.49,2179.0,138.03,5.0,11.0,7.5,1,0,0,0,1,6,2.2483333333333335
Volkswagen Polo 1.5 TDI Comfortline,Kolkata,2016,29000,First,20.14,1498.0,88.8,5.0,11.0,4.0,1,0,0,0,1,7,2.8771428571428572
Honda City i VTEC SV,Kochi,2016,36367,First,17.8,1497.0,117.3,5.0,11.0,7.73,0,0,1,0,1,7,2.542857142857143
Honda City i VTEC V,Bangalore,2015,38000,First,17.4,1497.0,117.3,5.0,11.0,7.8,0,0,1,0,1,8,2.175
Maruti 800 AC BSIII,Hyderabad,2011,83969,First,16.1,796.0,107.3521513067391,4.0,11.0,1.3,0,0,1,0,1,12,1.3416666666666668
Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,First,20.14,1498.0,88.8,5.0,11.0,4.42,1,0,0,0,1,9,2.2377777777777776
Chevrolet Captiva LTZ VCDi,Pune,2009,89000,First,12.5,1991.0,147.9,7.0,11.0,4.0,1,0,0,1,0,14,0.8928571428571429
Mahindra XUV500 W10 2WD,Kolkata,2016,54000,First,16.0,2179.0,107.3521513067391,7.0,11.0,13.0,1,0,0,0,1,7,2.2857142857142856
Honda Amaze VX i-DTEC,Kochi,2015,61691,First,25.8,1498.0,98.6,5.0,11.0,5.38,1,0,0,0,1,8,3.225
Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Second,17.0,1197.0,107.3521513067391,5.0,11.0,3.25,0,0,1,0,1,12,1.4166666666666667
Maruti Wagon R AMT VXI,Jaipur,2016,68630,First,20.51,998.0,107.3521513067391,5.0,11.0,3.87,0,0,1,1,0,7,2.93
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Second,16.96,1968.0,138.03,5.0,11.0,8.25,1,0,0,1,0,9,1.8844444444444446
Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,First,20.73,1373.0,91.1,5.0,11.0,9.28,0,0,1,0,1,5,4.146
Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,First,11.79,2179.0,107.3521513067391,7.0,11.0,6.25,1,0,0,1,0,11,1.0718181818181818
Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,Second,15.26,1150.0,74.9,5.0,11.0,1.15,0,0,1,0,1,15,1.0173333333333334
Maruti Ciaz ZXi Option,Kochi,2016,40347,First,20.73,1373.0,91.2,5.0,11.0,7.8,0,0,1,0,1,7,2.9614285714285713
Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,First,23.0,1396.0,107.3521513067391,5.0,11.0,4.5,1,0,0,0,1,11,2.090909090909091
Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,First,18.7,1199.0,88.7,5.0,11.0,7.56,0,0,1,0,1,5,3.7399999999999998
Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,First,16.0,2179.0,107.3521513067391,7.0,11.0,16.08,1,0,0,0,1,6,2.6666666666666665
Hyundai i20 1.2 Sportz,Bangalore,2012,52237,First,17.0,1197.0,107.3521513067391,5.0,11.0,4.5,0,0,1,0,1,11,1.5454545454545454
Hyundai Verna 1.6 SX,Chennai,2012,128000,First,22.32,1582.0,126.32,5.0,11.0,5.0,1,0,0,0,1,11,2.0290909090909093
Hyundai i10 Era 1.1,Delhi,2011,54000,First,19.81,1086.0,68.05,5.0,11.0,2.2,0,0,1,0,1,12,1.6508333333333332
Maruti Celerio VXI AT,Bangalore,2014,49800,First,23.1,998.0,67.04,5.0,11.0,4.0,0,0,1,1,0,9,2.566666666666667
Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,First,20.86,1199.0,73.9,5.0,11.0,2.51,1,0,0,0,1,11,1.8963636363636363
Maruti Swift VDI BSIV,Delhi,2015,60095,First,25.2,1248.0,107.3521513067391,5.0,11.0,4.75,1,0,0,0,1,8,3.15
Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Second,16.0,1086.0,66.7,5.0,11.0,2.0,0,0,1,0,1,15,1.0666666666666667
Hyundai i10 Magna 1.2,Jaipur,2010,81402,Second,20.36,1197.0,78.9,5.0,11.0,2.1,0,0,1,0,1,13,1.566153846153846
Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,First,16.5,1499.0,107.3521513067391,5.0,11.0,6.25,0,0,1,1,0,10,1.65
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Second,11.5,2987.0,107.3521513067391,5.0,11.0,10.6,1,0,0,1,0,12,0.9583333333333334
Maruti Swift VDI BSIV,Ahmedabad,2017,49224,First,25.2,1248.0,107.3521513067391,5.0,11.0,6.0,1,0,0,0,1,6,4.2
Maruti 800 Std BSIII,Jaipur,2004,12000,Second,16.1,796.0,107.3521513067391,4.0,11.0,0.45,0,0,1,0,1,19,0.8473684210526317
Maruti Swift Lxi BSIII,Pune,2010,54898,Third,16.1,1298.0,88.2,5.0,11.0,2.5,0,0,1,0,1,13,1.2384615384615385
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,First,15.29,1591.0,121.3,5.0,11.0,12.75,0,0,1,0,1,5,3.058
BMW X1 M Sport sDrive 20d,Kochi,2017,32838,First,17.05,1995.0,107.3521513067391,5.0,50.0,30.29,1,0,0,1,0,6,2.841666666666667
Ford Ikon 1.3 Flair,Hyderabad,2006,27076,First,13.8,1299.0,107.3521513067391,5.0,11.0,1.6,0,0,1,0,1,17,0.8117647058823529
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,First,22.7,1498.0,89.84,5.0,11.0,7.54,1,0,0,0,1,6,3.783333333333333
Maruti Ciaz VXi Plus,Kochi,2015,46601,First,20.73,1373.0,91.1,5.0,11.0,6.84,0,0,1,0,1,8,2.59125
Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,First,18.33,1968.0,167.7,5.0,11.0,6.0,1,0,0,1,0,11,1.6663636363636363
Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,First,27.3,1498.0,98.6,5.0,11.0,8.0,1,0,0,0,1,6,4.55
Audi A4 35 TDI Premium,Coimbatore,2016,68193,First,17.11,1968.0,174.33,5.0,11.0,24.74,1,0,0,1,0,7,2.4442857142857144
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,First,24.0,1120.0,107.3521513067391,5.0,11.0,5.5,1,0,0,0,1,6,4.0
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,First,12.0,2987.0,107.3521513067391,7.0,11.0,36.0,1,0,0,1,0,10,1.2
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,First,12.99,2494.0,100.6,7.0,11.0,11.79,1,0,0,0,1,10,1.299
Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,Second,16.95,1498.0,97.7,5.0,11.0,3.0,0,0,1,0,1,12,1.4124999999999999
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Second,20.0,1968.0,138.1,5.0,11.0,6.75,1,0,0,1,0,12,1.6666666666666667
Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,First,14.49,1399.0,92.7,5.0,11.0,1.4,0,0,1,0,1,17,0.8523529411764706
Honda Mobilio V i DTEC,Mumbai,2014,57000,First,24.2,1498.0,98.6,7.0,11.0,5.75,1,0,0,0,1,9,2.6888888888888887
Maruti Ritz VDi,Hyderabad,2010,79894,First,21.1,1248.0,73.9,5.0,11.0,3.4,1,0,0,0,1,13,1.623076923076923
Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Second,16.47,1198.0,73.9,5.0,11.0,4.89,0,0,1,0,1,12,1.3724999999999998
Nissan Terrano XL,Mumbai,2013,31000,First,13.24,1598.0,102.5,5.0,11.0,4.95,0,0,1,0,1,10,1.324
Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Second,16.98,998.0,66.1,5.0,11.0,3.49,0,0,1,1,0,10,1.698
Honda City 1.5 S MT,Pune,2014,43772,First,17.0,1497.0,107.3521513067391,5.0,11.0,6.35,0,0,1,0,1,9,1.8888888888888888
Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,First,18.9,1197.0,107.3521513067391,5.0,11.0,7.08,0,0,1,1,0,6,3.15
Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,First,13.6,1999.0,107.3521513067391,5.0,53.0,38.0,1,0,0,1,0,6,2.2666666666666666
Mahindra Scorpio VLX,Kolkata,2012,62000,First,12.05,2179.0,107.3521513067391,8.0,11.0,6.25,1,0,0,0,1,11,1.0954545454545455
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,First,11.74,1796.0,107.3521513067391,5.0,11.0,10.15,0,0,1,1,0,12,0.9783333333333334
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,First,13.7,1798.0,157.75,5.0,11.0,10.75,0,0,1,1,0,9,1.5222222222222221
